Time_minutes,PC1,PC2,PC3,PC4,PC5
9949.98319725635,-10.099853407157584,2.0511142618612204,2.147848725685244,2.115629047060858,2.756226375180647
9949.99342485,-10.26134665253231,0.5824863138372924,0.8108233815795466,1.7231273121137376,2.3209570650024682
9950.003425161807,-10.480054399675115,1.2346699420472083,0.4057425553122937,1.2145937205451744,2.9769708633498055
9950.013425476387,-11.260231240682344,2.9710149525082383,0.22586071852305029,1.4150294284818823,4.513227403617159
9950.023425791673,-10.96906108768754,2.7052813506466507,1.4024066464258589,0.7950403635847136,5.000587519906974
9950.033615504168,-10.767835600074946,2.682209544967686,2.4584241849958914,0.20618398869370916,5.853877194611646
9950.043426420189,-10.654007812685307,2.202839694383107,3.228440821267241,-0.3422511144953173,4.654826016275466
9950.05316157571,-11.086329307767961,1.9366778255092412,3.328836851640843,-0.1740671586564173,4.670531068617144
9950.063427048497,-10.536190873413284,1.6732698208266834,3.5379958728204577,0.3262983904899183,4.564487994815132
9950.073692519236,-10.31456247455184,0.26261047231222473,4.185966745414628,-0.3790723480909058,2.7079219209762826
9950.083844353783,-10.327920248131754,0.5150069023023062,5.098987732881474,0.5433149449556829,3.0679868119396976
9950.09384466845,-10.343889456024947,-0.5743116597998034,5.619185004493696,0.4935966043163424,2.665554158049584
9950.10376164644,-10.108689023811069,-0.13422226534215936,5.679406893747809,0.14176870995633023,3.629516651090604
9950.113428616025,-9.414300283951212,0.8998477941480406,6.091129891636536,-0.42942364519786075,3.792383410184374
9950.124053952135,-10.107404143893497,1.0015032279475826,5.996361408186441,-0.4597791541914199,3.3665108231864918
9950.133580765514,-10.410691157280697,0.42251402236081625,3.896737201331276,1.0235601754822639,4.087553943792693
9950.143922000329,-11.420438425668284,-0.8796510930322404,3.451684641827832,0.8336473256616912,2.7880942468420296
9950.153846553145,-11.83175605042466,-1.6121143936752231,2.435083176897123,-0.25059889703651966,1.9987400878879915
9950.163846867412,-12.967957898831383,-1.3796319551386464,0.6986728936734974,0.2254361538726734,2.087815249410683
9950.173847183689,-11.43733029635737,-0.055717404687076574,-0.6327341836473801,-0.3191139585990817,2.359485331692221
9950.183847495167,-11.15981933037677,1.254700303297121,-0.49993465057931136,1.4680210353331018,3.094527980748957
9950.193847811455,-9.996327470341003,1.108664882431428,0.26130993422203247,1.1319498839000388,4.6596974341873825
9950.203734482815,-9.37397831873723,1.6157848665880645,0.09548988011889736,1.9457521009963463,6.103885693269059
9950.213848437577,-8.600712505564966,2.3787948106750276,-0.35805885172239205,3.407926938384248,7.880115396268969
9950.223848749529,-8.184219740118595,2.8456377139248508,-0.7923877005699763,2.767258518054001,7.792990145211848
9950.233849067989,-7.806181727669217,3.1861619791343996,-1.2081802106616708,2.2820365956217143,7.702141397928097
9950.243849377708,-7.4562740191701815,3.445761567752642,-1.611703386014283,1.9089336700255692,7.613865560948597
9950.253849693405,-7.128189514446427,3.6505075866355714,-2.005935501165988,1.6204034108435903,7.530824463917623
9950.263850005953,-6.817758852489781,3.816522569695547,-2.39249816973081,1.3979572928365516,7.454122973658614
9950.273850321746,-7.302736319002481,3.0868437318752764,-1.0575735057955677,0.5247688082611809,6.312170518642672
9950.284267315523,-6.4338845409557015,2.6236329906283347,-0.595807083147831,-0.6219071239643702,6.677557116794019
9950.293850950095,-6.9610397377299025,1.9172637943530546,0.4132451898713686,-0.20544553088862003,5.759892355750754
9950.304267944703,-7.41245020351559,1.6040175788930844,1.19180999903374,-0.10229902246669312,5.78321812427123
9950.314268256414,-7.600299866525442,1.389396208250223,2.036823686422518,-0.5647754032870173,5.250368627638125
9950.324268569613,-7.958127295634285,1.318953578014747,2.553066827819426,-0.5325631964623031,5.295042755037127
9950.334268884157,-8.342583768489378,0.8625270555112947,3.202024344697543,-1.3359577078081397,4.094696471861581
9950.344269198424,-8.329714702937816,0.6727328830447458,3.5195961722951004,-0.8126634305089642,3.3703052761393666
9950.354269513371,-8.479488222673233,0.11974060667521455,2.743772375647332,-0.5417891403707424,3.7164723924829337
9950.364269828377,-9.084646193003145,0.17423089306777398,2.2009835755971667,-0.20946874773593843,3.970109296196334
9950.374270139442,-9.810403683670565,0.347182566278791,2.1253814629377423,-0.003741663087379456,4.06843071319349
9950.384346214436,-10.139215400984519,0.5228008071586453,1.5435985308145852,-0.42246613240749725,3.2704849162938805
9950.394687450094,-10.614913972803182,0.9753340818880623,-0.0015465224403935671,-0.36412869963903727,2.939226945004916
9950.404687761806,-11.026836243902949,0.6729447009272551,-1.075850745847195,1.0523960767688598,2.3513374781306178
9950.414271398167,-11.239857279966795,1.6328569003908098,-1.3652535008810172,1.3718940626631493,3.1594664931966965
9950.424271710704,-10.711299661199938,1.7362308341742962,0.669221469196123,0.18677589972055325,2.213540324505366
9950.43427202532,-10.493502802020988,2.055160879919614,1.767442148210699,-0.25532960911825436,2.2326516882498644
9950.444689018757,-10.272046223252831,0.8879034309123871,1.6541428784034553,-0.3215661085332164,1.9448657518608101
9950.454689332084,-9.689744285095058,0.6757359964094909,2.296529616775294,-0.4084081213733816,0.6668602353311853
9950.464916927298,-9.57397648501895,0.5050206144831274,2.7672100416646512,0.3469930056416215,0.9282269341568393
9950.4746899608,-8.844774450449558,1.3496101666137421,2.550346918800811,0.01003850886579782,2.813950136034152
9950.484690274021,-9.35309181466471,0.6242472409701617,2.946337867376071,-0.10624203762228279,2.3362014202892496
9950.494690589001,-8.929062910994933,1.6772030841204018,3.5907036910649506,0.38256789424602183,3.023826354061048
9950.504653020957,-9.07241080664247,1.2036361201399566,4.68526001956001,0.016967658169644302,3.025212379333668
9950.514691216411,-8.904863204214584,1.6428265281978454,4.395445925202167,-0.4750706507437412,3.9663593785794795
9950.525032450412,-8.910227167255371,1.9312120045941898,3.6996698753553647,-0.8001293789912052,3.233736230536333
9950.5346918439,-10.492959559917121,0.11230269639379077,2.4063131914863294,0.12397270325608675,3.985368682395869
9950.544313359771,-10.431781298252753,0.11392250588226806,2.12307798686778,0.37621213161887235,2.910907978520386
9950.554692474629,-10.331366964665602,-0.13097578816746183,0.9617691328761797,0.2535311577563164,2.2875383554443878
9950.564882188255,-10.843386004524339,0.4121128496228105,-0.126813384115704,-0.6560563427374697,1.7856839363617862
9950.575109778667,-11.31421268121012,-0.21699550546454435,-2.223307188406812,0.46587423838065833,1.3504789512239375
9950.585110095033,-10.473381239017833,1.6622206506624428,-1.884490481729674,0.9713720615828542,1.3416585467847029
9950.594902069068,-10.922435856804215,2.44707219102114,-1.2533683814465575,2.3774321864982504,2.2622134811029997
9950.60492132252,-11.105499289825195,2.2037214570851344,0.3480908504017408,2.5962285969195222,2.2023858257048374
9950.616083288402,-11.549658298824587,0.20929119922375478,1.4855142154848948,1.5682186430106402,2.6152305765288157
9950.625111350211,-10.20024015075181,1.3214538461022054,1.918576573524338,1.253464186462641,2.71492602985273
9950.6351116648,-9.98835767606776,1.0637980133486515,2.7985636663594704,2.328768719850419,2.8129675222410846
9950.645111981321,-8.93662887095029,1.2756753411896078,3.47123442113131,3.027154845756944,2.7142819472435957
9950.655112290646,-8.765438310006976,1.0742355559488617,4.738552990715272,2.237932809037926,2.5657522735257854
9950.665154276492,-8.310732580660632,1.409787854751785,5.526559013421463,1.8288295694496828,2.404374350423525
9950.675112917625,-8.462767852999287,1.3206257605347518,4.916158750592897,3.0637716372298263,2.659810295009497
9950.685113235044,-7.682151448700935,1.7470194858287116,5.893533831016183,3.5893184136384875,3.1841362591124436
9950.695113549007,-8.225618790273078,1.2446669891757363,6.502440816573793,2.330894652530974,2.9998914145648548
9950.705303261564,-7.616546921088595,1.3104987541064999,6.984445917177589,2.3103124164601443,2.9963827145341986
9950.715530855734,-7.411413601952482,1.459620560350836,6.505671925186874,1.303143555741463,2.4285443653039276
9950.725531176133,-7.218477575801726,1.6458924969944506,6.2101490551852265,2.8904488497003555,2.6930194628554283
