,PC1,PC2,PC3,PC4,PC5
Neuron_093,-0.08671319483384247,0.11361658369866541,-0.1362371091629009,-0.05315616837287515,-0.040797220942853554
Neuron_094,0.010157165952645151,0.057393766114997864,0.14225598801650802,0.059785868989068076,0.15335645860447136
Neuron_095,0.1035547865758796,-0.026340040654391276,-0.04510851028279772,-0.02344515501490476,0.011616721653161211
Neuron_096,0.10713528263394295,0.06551814371691606,-0.0012629832698192655,-0.04060067799707582,-0.1702956547128223
Neuron_097,-0.061284304532151945,0.09383207546757026,-0.11184447668050722,-0.006990032390643656,-0.03286953926610827
Neuron_098,-0.05983760009064641,0.14377886025135375,0.006399057532093079,-0.011540175218769605,0.03142581201177241
Neuron_099,0.12367100231161425,-0.08525881928486362,-0.10317285536214149,-0.015720993623079046,-0.004129049749928602
Neuron_100,0.14779716041547758,-0.04536328628692627,-0.04708184970112985,-0.08092001377551027,-0.08974825354099504
Neuron_101,0.11979391903117824,0.03527017735968708,-0.054753540203560346,-0.0643395460231816,-0.02473695493678321
Neuron_102,0.10602508298870775,0.0564539888791687,-0.016326790757960112,0.05783772380863182,0.08137647881225615
Neuron_103,0.1514450085130346,-0.032176924699588653,-0.07049852586772326,-0.04594225332155102,-0.004058971570931044
Neuron_104,0.02709916902993055,0.070409224503822,0.007181114253660417,0.02911907819253818,-0.11770503274280154
Neuron_105,0.15005536502833813,-0.006039373031099256,-0.024807942689276084,-0.06246114671816749,-0.019694043263355342
Neuron_106,0.07011126641755487,0.059556458082045446,0.16978604644495413,0.07117272791168522,-0.05332091506626169
Neuron_107,0.08976816061654688,-0.039698553738281836,0.039870674448899406,-0.13577274435411119,0.08865013911527363
Neuron_108,0.12873702870464043,-0.049572120501651086,0.0795648170198544,-0.08006685126611218,0.0664862276877715
Neuron_109,0.13042583216391387,-0.06380026543762177,-0.0501984071136989,0.011133848651540755,-0.09516000921223271
Neuron_110,0.1295780451176066,0.029889956055840158,-0.08232548521507858,0.07797451010595984,0.07384095281806932
Neuron_111,-0.08292084143171692,0.11020187497220602,-0.13663828554070465,-0.05339670613652083,-0.030907370929895497
Neuron_112,0.1160659886082362,0.004806262773056677,0.1478049994521175,-0.0254271975262913,0.059335194953547374
Neuron_113,0.11857344552642166,0.07152941866779518,0.023824401840149854,0.134471199173779,0.00946462920044376
Neuron_114,0.06585640259311368,0.08064921633380712,-0.008828200925343588,0.09017097049530617,0.046532544454242056
Neuron_115,0.11687614482870469,-0.004641832932444757,-0.02242044532388743,0.05093419672700288,-0.1333005635239943
Neuron_116,0.07920662673924043,0.08185225427237734,0.10603025710378819,-0.08040028806100218,0.029403001901374612
Neuron_117,-0.10562829107640943,0.09047010437120859,0.07634071717483852,0.03899293809595632,0.054959493680872926
Neuron_118,0.08611739296381578,-0.073218913990918,0.036132351080716885,0.005838635078486439,-0.15841581024677637
Neuron_119,-0.07381520612980222,0.12400937359291957,0.06632811986959118,-0.014229634163250128,-0.024696382225133526
Neuron_120,0.10093092329151389,-0.000794476078744175,0.025121751729897557,-0.008474339032297853,-0.11257447856676418
Neuron_121,0.01877705712823308,0.10079646901234547,0.07742165884698515,0.13236832022648504,-0.13648953948757894
Neuron_122,-0.03624942722278312,0.1264664131090264,-0.1220295758754277,0.0038416847516358613,-0.0049249736332120635
Neuron_123,0.12704486330312093,-0.07955243520139797,-0.07472380161159974,-0.01699633418589757,-0.03404082265629747
Neuron_124,0.015446714841882769,0.16642789046637277,-1.4625161083639676e-05,0.05169220979193277,-0.08206694477802359
Neuron_125,0.07558745988524958,0.09948498428441868,-0.0072409871934005715,-0.005900971002713799,0.08169520151957288
Neuron_126,-0.07709074046437425,0.10356051994280177,-0.15469909142542948,-0.0556718993566777,-0.05758777341280176
Neuron_127,0.07429646228163751,0.05675150013827674,-0.024437903175879114,0.17525478400117944,-0.05807607617356158
Neuron_128,0.051917063752183024,0.08047827415532421,0.014667604799282937,-0.21911607267699146,-0.06112899577100133
Neuron_129,0.14282277959034775,-0.030353871205589543,-0.06959039239784058,-0.014675336334782404,0.004338368973651078
Neuron_130,0.10238671375907334,0.0011083380835908057,0.013297646523098007,0.038324911676728975,-0.0659858835960726
Neuron_131,-0.04259001137131909,0.10706834277807062,0.126037517118264,-0.08271483531876056,-0.056818687080301924
Neuron_132,0.10285755057752193,0.05946245379257085,-0.03192010776603828,0.06330366249389889,0.03003992070793152
Neuron_133,0.051266870935328945,0.01983144102876729,-0.0677270709582203,-0.03840793508741736,-0.04500104760081869
Neuron_134,0.005608928625875502,0.055146893679104,-0.0032985602465431772,0.05844117121115532,-0.043319092066434785
Neuron_135,0.08932050311192277,0.027058605800827057,0.0681875158781554,-0.1397137979222688,-0.09957121805851389
Neuron_136,-0.06633327021114736,0.10901132220388825,0.12397023922459774,-0.007227966508409267,0.08418501792427661
Neuron_137,0.003836767923211134,0.08103555383708311,-0.020338725579264232,-0.01996212560327589,-0.009253534855792084
Neuron_138,0.026322818818844067,0.0811511044372794,0.0213783433387136,0.11174362122489143,-0.0025842963572982654
Neuron_139,0.06059866825631177,0.019060694606216944,0.18436071563072548,0.01080947266274972,-0.07269211314962121
Neuron_140,-0.01113228572182164,0.123106730303205,0.08161741232872018,0.01643417226038685,0.097958272969468
Neuron_141,0.00863318567047491,0.02948044995746938,0.008714500115867503,0.00950252575017769,0.1697557184256494
Neuron_142,0.0069825844553653765,0.09601666532750394,-0.04668785882577651,0.05677663756177523,0.20579112380540612
Neuron_143,0.07185881665818075,0.05584408450736402,0.08959145994837243,-0.06479227670789522,-0.0595405723617625
Neuron_144,0.022065465175400246,0.10504358466485203,0.027270666057821552,0.04237067002778018,0.05486820629976038
Neuron_145,0.12903093855134853,0.037179641971378685,-0.033640426891484033,0.002379097092063518,-0.08682134231786284
Neuron_146,0.0909546700370012,0.03675634629032906,-0.0692440691564565,0.07709311305341762,0.21919558234581324
Neuron_147,0.020383672423686095,0.11094287012217947,0.04534831212025369,-0.08602291382539488,-0.009911415436735559
