Neuron,Global_Importance,PC1_Loading,PC2_Loading,PC3_Loading
030,0.515488335617852,0.020775192879348432,0.10224662273309233,-0.046569728308774136
086,0.5054879228849352,0.010435898439790387,0.10461378212037449,-0.034557306142825095
146,0.4932437808830177,0.0909546700370012,0.03675634629032906,-0.0692440691564565
017,0.479267895706913,-0.05259486209126733,0.07276033415902664,-0.07231010026809485
121,0.4658530447016277,0.01877705712823308,0.10079646901234547,0.07742165884698515
082,0.44961160348081675,-0.049935851592165535,0.12766090151053164,0.12304515159125887
126,0.448610024602085,-0.07709074046437425,0.10356051994280177,-0.15469909142542948
065,0.4476157948065781,0.0011612910135919234,0.12161272741102135,-0.07609351731037757
028,0.4347814983996364,0.08291732749183268,0.07685009145159691,-0.1029874761170518
048,0.4343607249159889,0.0036830363322499903,0.09838864170169816,0.13629231054515223
061,0.4316630845224057,0.10146031421720267,0.027668530394629735,-0.0413628049415249
093,0.4305202770111375,-0.08671319483384247,0.11361658369866541,-0.1362371091629009
128,0.42730801115478295,0.051917063752183024,0.08047827415532421,0.014667604799282937
072,0.4248836318814525,-0.06269562910053024,0.11569939274849585,-0.15793741315986312
106,0.42394741392250135,0.07011126641755487,0.059556458082045446,0.16978604644495413
135,0.4238516407716879,0.08932050311192277,0.027058605800827057,0.0681875158781554
094,0.4229492476776905,0.010157165952645151,0.057393766114997864,0.14225598801650802
083,0.421491710879256,0.07139392447045542,0.06658971359449234,-0.08465826473705304
057,0.42078577342254375,-0.08798399454972566,0.11178861994887963,-0.14286634277817484
131,0.4152293936667162,-0.04259001137131909,0.10706834277807062,0.126037517118264
111,0.41406507901104384,-0.08292084143171692,0.11020187497220602,-0.13663828554070465
084,0.4139393727059602,0.0993851932234553,0.012925438569452944,0.10762837557105645
074,0.4125747364287085,0.11210964509500507,0.04356135471870587,-0.09161701305473267
142,0.41225486997582717,0.0069825844553653765,0.09601666532750394,-0.04668785882577651
035,0.4112297847158095,0.019326620815784464,0.03502733413616185,0.05089270796335405
100,0.410910563720039,0.14779716041547758,-0.04536328628692627,-0.04708184970112985
108,0.4044270451800296,0.12873702870464043,-0.049572120501651086,0.0795648170198544
013,0.40421599081482096,0.10424453335073199,-0.02453791550374226,0.1456135354247716
026,0.4015468332807568,0.022142187345596323,0.06934956748543654,-0.0013050065193713795
076,0.39995173283217295,0.08624731472479974,-0.09961672966717568,-0.07517046630216702
107,0.39376027227311294,0.08976816061654688,-0.039698553738281836,0.039870674448899406
110,0.3936089493125545,0.1295780451176066,0.029889956055840158,-0.08232548521507858
014,0.39337383493489025,0.14561514461344163,0.04065497863606934,-0.08588150383878035
063,0.39225665477904886,0.06392456677079619,0.02744416816534003,-0.08727040998632951
136,0.39072781607231927,-0.06633327021114736,0.10901132220388825,0.12397023922459774
053,0.3905135175776763,0.12905688856768874,-0.021000660347091235,0.0606797118980817
016,0.3898052612176767,-0.08473667348922805,0.10692184848726477,0.11697305767198922
064,0.38973428895224815,-0.038027808871892645,0.11658421904148984,0.12838684479279883
004,0.3891316913857503,-0.01618328231059954,0.11394649431239359,-0.17357104907722065
127,0.3888167257705344,0.07429646228163751,0.05675150013827674,-0.024437903175879114
062,0.38828376065793285,0.11256942702186545,0.007962620061871378,0.10435093089338449
058,0.38591249300986946,0.11782324931261474,-0.03450884153339428,0.1476580248497579
090,0.38487728240174157,0.028559654885211984,0.032425775502835194,-0.1363075800130964
027,0.38481765452058836,0.14456964090259564,0.037116332782292816,-0.09178917837596816
096,0.3848127423305764,0.10713528263394295,0.06551814371691606,-0.0012629832698192655
045,0.3841953334553905,-0.050746557795090935,0.12739986940230533,-0.13031058016715025
049,0.3818537933884332,0.04797985115051089,-0.036225520769026694,0.09942472892488421
037,0.3817918534397525,0.11172534245553255,0.07286797359403781,0.011152594092123528
116,0.3768924280777828,0.07920662673924043,0.08185225427237734,0.10603025710378819
029,0.37623285566383796,0.08507916027524032,0.070033948512085,-0.0229438837187197
020,0.37552814670023493,0.010369507399277767,0.12428589284000126,-0.08885757559047873
071,0.37112978268520513,-0.050707830529181167,0.14063305289998496,0.06262665272967957
010,0.37064676100508437,-0.011615601502978,0.1491600960296705,0.08458235951447324
088,0.37036826711097026,0.11215772864670055,-0.0222885535712022,-0.020869188374023274
089,0.37028799910211085,0.11835849609094279,0.0839071241031443,0.020405183612614373
073,0.3693181814289032,-0.02378860330675764,0.11958761177135788,0.11453036654955402
024,0.3675326958438866,0.08077192332771084,0.12241840100508615,0.03330827647880895
117,0.36639154439928584,-0.10562829107640943,0.09047010437120859,0.07634071717483852
038,0.3647442304732573,0.1292138454751658,0.03182387308960558,0.09666700393823995
087,0.3600109885557648,0.03438936071617325,0.0818529704748612,0.01270286695132364
118,0.35972310336071345,0.08611739296381578,-0.073218913990918,0.036132351080716885
080,0.3589382537450094,-0.004183055939235756,0.10855041424288923,-0.17837605937038972
113,0.3578630944085895,0.11857344552642166,0.07152941866779518,0.023824401840149854
059,0.3576624595250074,0.07484695182239626,0.004159646464986513,-0.06087278081278082
041,0.3569632709576916,0.11957174054544219,-0.02864994241685336,0.11060990468775422
040,0.35620674550509246,0.03898216384997342,0.05416414058145601,0.014305270479321572
060,0.3549666746568704,0.07107374127098258,0.08561531201650133,0.05775997473585917
112,0.35343964331324906,0.1160659886082362,0.004806262773056677,0.1478049994521175
068,0.35241442963933733,-0.10060272459496818,0.1219577099739679,0.07054627679912705
031,0.35114909797844224,-0.009055712020080509,0.1391069083446702,-0.11032246380135002
054,0.35089936194926824,0.03937926416597186,0.0942051293919288,0.1892567271802003
109,0.350718362579008,0.13042583216391387,-0.06380026543762177,-0.0501984071136989
091,0.34803942199182364,-0.016203024923463327,0.1357003282752534,0.07624663781112592
139,0.34752166430562514,0.06059866825631177,0.019060694606216944,0.18436071563072548
047,0.34368098825731874,-0.03262752194581397,0.11130242639645015,0.09048988226686859
143,0.34162721018357495,0.07185881665818075,0.05584408450736402,0.08959145994837243
052,0.33661760273050073,0.04372562871533452,0.12106085403468138,0.08919823784839256
081,0.3349120017968624,0.028123308163857687,0.011066535636292913,-0.018366816143424638
123,0.3323582569583137,0.12704486330312093,-0.07955243520139797,-0.07472380161159974
099,0.33195272033162704,0.12367100231161425,-0.08525881928486362,-0.10317285536214149
140,0.33024887358360167,-0.01113228572182164,0.123106730303205,0.08161741232872018
034,0.328826961132998,-0.04157137526936226,0.08229865977861682,-0.12145506531716903
050,0.3283188572305145,0.09842813538915336,-0.013133770911939688,0.11743097020873902
115,0.32817318333603407,0.11687614482870469,-0.004641832932444757,-0.02242044532388743
023,0.32634776405368926,0.1145046118067755,0.04195901912872831,-0.05604969974257401
043,0.3239567603838491,0.12380233799503233,-0.0535236564707332,-0.03376858762292031
021,0.32379207881768546,0.011110828987048493,0.025205966151920927,-0.007283907904158023
003,0.323461275098509,0.01737829841015648,0.04633058250341327,0.02597824467244142
002,0.32261702729637987,0.08006711343179351,0.10837528113960852,0.03630833537920841
075,0.3222887501852248,0.12931637787472217,0.03821753009084458,-0.04477640681245701
018,0.3221966611145388,0.07286990859427042,-0.0434316770890828,-0.021446661399916134
102,0.31802006524672455,0.10602508298870775,0.0564539888791687,-0.016326790757960112
067,0.31752441454021224,-0.07490635639468844,0.11500612260203248,0.10186761309219784
070,0.3173687850126993,0.012211051563437542,0.10838305259448283,0.019569970455359055
007,0.3166954314267319,0.1605277422890627,-0.021046092725353127,-0.06320859914968181
012,0.31568343132741106,0.09176534706424232,0.11200033101501254,0.03271822205580887
124,0.3156483850392955,0.015446714841882769,0.16642789046637277,-1.4625161083639676e-05
033,0.3107736249669444,0.056708739492311845,0.10316670513545771,-0.12827536632483882
097,0.30682042833698137,-0.061284304532151945,0.09383207546757026,-0.11184447668050722
025,0.30670950286014415,-0.05152327625951942,0.11705579364771379,0.061177372182761904
077,0.30566298612371123,0.13456968095681734,0.024164396185807402,-0.04996956422140948
079,0.30427430223133023,0.03290126065965324,0.08689417457997871,-0.09052600702856714
103,0.30412168397282857,0.1514450085130346,-0.032176924699588653,-0.07049852586772326
119,0.30307871598069663,-0.07381520612980222,0.12400937359291957,0.06632811986959118
056,0.3028235841369777,0.09665425880515859,-0.03879011684587693,0.07439257707141037
101,0.2988941375543905,0.11979391903117824,0.03527017735968708,-0.054753540203560346
015,0.29735340507371044,-0.01188074124611748,0.08861138157079608,-0.03317397543459048
022,0.2959792246145777,0.010055410097807865,0.12331550931242614,-0.08022879214987082
122,0.29351207459208517,-0.03624942722278312,0.1264664131090264,-0.1220295758754277
114,0.2920373348018126,0.06585640259311368,0.08064921633380712,-0.008828200925343588
036,0.29099693082025796,0.12044996487229295,0.017637762980914563,-0.03294229171456057
078,0.2904579795565901,0.046782205503529926,0.0883656888928895,-0.0650527435219762
145,0.28905144682413764,0.12903093855134853,0.037179641971378685,-0.033640426891484033
011,0.28810309841773096,0.028761856364210782,0.11167471383760413,-0.04937255335209366
132,0.2875836953379615,0.10285755057752193,0.05946245379257085,-0.03192010776603828
006,0.28418495617996153,-0.042258531337677444,0.1531314730491421,0.023798667622854777
147,0.27260918392824973,0.020383672423686095,0.11094287012217947,0.04534831212025369
005,0.2722760888726722,-0.0071388922153585894,0.10960636958200748,0.009971340342223689
019,0.27210815874257915,0.026108571360527733,0.08881069941032195,0.07486211796703408
051,0.27187987676651737,0.12563566566704537,0.05081058308441125,0.023102697383444205
125,0.26990960388535556,0.07558745988524958,0.09948498428441868,-0.0072409871934005715
069,0.2694695342320743,0.04161860409286185,0.09709235095023691,0.07730590546547361
