PC1,PC2,PC3,PC4,PC5,timestamp,Velocity,HeadCurvature,BodyCurvature,Pumping
6.320382264367879,1.5539247591307883,-1.8404114314974755,1.926603467666056,2.5588435277903727,596998.991835381,-0.18875390548665713,-0.08500963333298252,0.583934940513876,0.24691358024691362
5.949612814468628,0.8866729846846757,-1.7268240925422689,2.884959025163894,2.3515223834003685,596999.605491,-0.2075938733438614,0.5182794169560604,0.6675522900016853,0.15712682379349044
6.565426429062198,0.6410031420640601,-0.7126618699360536,2.636248621619007,3.0234884624110494,597000.2055097084,-0.2237340543530662,-0.34225905371188714,0.8610897983929376,0.0
7.453701973714873,0.7167624935819139,0.4485151222860741,3.6233909692168775,2.73967289696105,597000.8055285832,-0.2146016693760673,-0.9720172047789165,1.3171976209136866,0.0
7.145928266767825,1.11721064570115,1.69052612317006,5.121254836716067,2.6396882213188078,597001.4055475004,-0.18137636329099813,0.08299668627683138,1.4180107087084552,0.0
7.242939535440835,2.0543122570216807,0.2677655262489091,3.614379419404312,2.282406301833875,597002.0169302501,-0.15329038643913806,0.5992691955626224,1.2769642191992474,0.24691358024691362
6.61519138739691,2.4035828254150315,0.8198370891403819,4.300484976732205,1.659351034164938,597002.6055852113,-0.14941567349939325,0.2626800826662788,1.169262935141304,0.24691358024691365
5.917621607434043,2.54010936665549,2.040929392080675,5.745634615780192,1.7502966894998395,597003.1896945426,-0.16190104178567524,-0.3230392214359986,1.1025096619316197,0.24691358024691362
5.759730189943051,2.890044292455382,0.5573698328847696,4.555394659063852,1.78920568491805,597003.8056229098,-0.19071289491129279,0.6229366530788674,0.9148613554032266,0.24691358024691362
4.973435779593496,3.323918343673908,-2.482558595833084,2.125670928996743,1.1128628119707726,597004.4215511541,-0.21333614946415932,0.7779666486392126,0.8207558862805943,0.24691358024691362
4.760818280380869,3.7672324725424753,-3.1364871697558607,1.0959454580637509,1.0093185752528302,597005.030661227,-0.23891465923226585,0.05865594481560089,0.7637312373433941,0.24691358024691362
4.079218216475612,3.900433336507676,-2.894515356517462,1.7023713489509102,0.593799264695111,597005.630680107,-0.2741686112117661,-0.24949166443808887,0.766746070176749,0.20202020202020202
4.183995077101306,4.150771429019061,-0.6034563492121716,3.8393301632349415,0.8491708621981493,597006.2256987864,-0.2836503198402017,-0.5111851574040842,0.7111190665611297,0.0
