PC1,PC2,PC3,velocity,angular_velocity,behavioral_state,neural_cluster
6.320382264367879,1.5539247591307883,-1.8404114314974755,-0.1209712917805192,-0.1887539054866571,reverse,0
5.949612814468628,0.8866729846846757,-1.7268240925422689,-0.1690255527219802,-0.2075938733438614,turn_left,0
6.565426429062198,0.6410031420640601,-0.7126618699360536,-0.0538644587805317,-0.2237340543530662,turn_left,0
7.453701973714873,0.7167624935819139,0.4485151222860741,0.0990345835218417,-0.2146016693760673,turn_left,2
7.145928266767825,1.11721064570115,1.69052612317006,0.1203278380528748,-0.1813763632909981,forward,0
7.242939535440835,2.0543122570216807,0.2677655262489091,0.0532502785778372,-0.153290386439138,pause,0
6.61519138739691,2.4035828254150315,0.8198370891403819,0.0778038106404856,-0.1494156734993932,forward,0
5.917621607434043,2.54010936665549,2.040929392080675,0.0704484373557377,-0.1619010417856752,forward,3
5.759730189943051,2.890044292455382,0.5573698328847696,0.0434223566236936,-0.1907128949112927,pause,0
4.973435779593496,3.323918343673908,-2.482558595833084,0.1157621755578276,-0.2133361494641593,turn_left,0
4.760818280380869,3.7672324725424753,-3.1364871697558607,0.1233877011549806,-0.2389146592322658,turn_left,0
4.079218216475612,3.900433336507676,-2.894515356517462,0.1260903893745214,-0.2741686112117661,turn_left,0
4.183995077101306,4.150771429019061,-0.6034563492121716,0.1205650634714229,-0.2836503198402017,turn_left,0
4.300212595859925,4.411922500692009,-1.0272858399716016,0.0256362490887527,-0.2751530170802991,turn_left,0
4.714456556162261,4.666714721014784,-1.7445835318408536,-0.0470395208145866,-0.2528203093631281,turn_left,0
4.644497411382615,3.6495095740243855,-1.9884757305322127,-0.1495770319192683,-0.2460770326846215,turn_left,0
4.44578630987402,3.0891767270643014,-2.3773188883161254,-0.1401587750481578,-0.2400929080722154,turn_left,0
4.732646555341804,2.1323130786148683,-2.908583984765154,-0.1647796427467278,-0.2295231863922932,turn_left,0
5.7128020595220725,0.5220553901378231,-3.330792039785311,-0.1716239686679675,-0.2006001759543614,reverse,0
5.706294954279496,-0.516208315355205,-2.813670588302216,-0.0772859716086205,-0.1744461495604726,reverse,2
6.035073218768826,-0.4190570418251288,-2.817471654393101,0.1073598452005188,-0.1796344803693516,forward,2
5.684460107808922,0.0856907234367672,-1.7264485318627232,0.0582353074288873,-0.1666087888471074,pause,2
5.420689771714995,0.0259276297819142,-0.3344403151394619,0.0569669556394739,-0.1211829199326169,pause,2
5.119308593230652,-0.207853101713205,1.4967493585093772,0.0033728802329662,-0.0543788262292937,pause,2
5.111495596863968,-0.3445678380944789,1.7949437468407163,-0.011032603082159,0.0087480469722489,reverse,2
5.074063288871182,-0.5091064344126904,2.118240948401472,0.0220665946925271,0.0366271055012706,pause,2
5.01529643555369,-0.6943123198169858,2.462494722244249,-0.0577479227493526,0.0646183349804301,reverse,2
4.940384255879877,-0.8952244724576873,2.82429860329632,-0.009515898576453,0.0951519396338837,reverse,2
4.852786196359064,-1.10833223908323,3.201107406517113,0.103338365257754,0.1351468034320991,forward,2
4.860006637837854,-0.3802941694403818,2.0680666447191447,0.1072967748221497,0.1902680158647267,forward,2
4.455760406820692,0.023861437512975,2.690415005005838,0.1122949874004081,0.2380546453632966,turn_right,3
3.9171091056700127,0.9017886307145286,1.6045171680659456,0.1075474614879031,0.2693693548702883,turn_right,3
3.705218778967524,1.3678293377822095,1.5058124057626818,0.0750248618426231,0.2889182120782776,turn_right,3
3.511754163514156,2.0837326495195008,1.894146444267,0.0872095734352599,0.273114731792298,turn_right,3
3.7256165510418895,2.389673117856705,1.0887024199653572,0.0666366599203579,0.2585315892390297,turn_right,0
4.005080833451402,2.836072422811876,0.6785331397559,0.0355300753345202,0.2368481108541992,turn_right,0
4.006827995990935,3.116164730673858,-1.131167341063667,0.0026334847618466,0.1913574495534313,pause,0
